ID,Request.id,Pickup.point,Driver.id,Status,Request.timestamp,Drop.timestamp,Duration,Interval,req_day,req_hour,req_day0fWeek,drop_day,drop_hour
1080,3630,City,112,Trip Completed,7/13/2016 18:59,7/13/2016 19:59,60,Evening,13,18,Wednesday,13,19
1081,3978,City,112,Trip Completed,7/13/2016 23:18,7/13/2016 23:46,28,Evening,13,23,Wednesday,13,23
1082,4426,City,112,Trip Completed,7/14/2016 8:21,7/14/2016 9:08,47,Early-Day,14,8,Thursday,14,9
1083,5115,Airport,112,Trip Completed,7/14/2016 20:03,7/14/2016 21:08,64,Evening,14,20,Thursday,14,21
1084,5558,Airport,112,Trip Completed,7/15/2016 5:32,7/15/2016 6:05,34,Early-Day,15,5,Friday,15,6
1085,5827,Airport,112,Trip Completed,7/15/2016 8:52,7/15/2016 9:29,37,Early-Day,15,8,Friday,15,9
1086,6063,Airport,112,Trip Completed,7/15/2016 13:48,7/15/2016 14:19,30,Mid-Day,15,13,Friday,15,14
1087,6691,Airport,112,Trip Completed,7/15/2016 22:47,7/16/2016 0:01,74,Evening,15,22,Friday,16,0
1088,170,City,113,Trip Completed,7/11/2016 5:45,7/11/2016 6:39,54,Early-Day,11,5,Monday,11,6
1089,1326,Airport,113,Trip Completed,7/11/2016 23:06,7/12/2016 0:07,61,Evening,11,23,Monday,12,0
1090,1476,City,113,Trip Completed,7/12/2016 5:16,7/12/2016 6:04,48,Early-Day,12,5,Tuesday,12,6
1091,2937,Airport,113,Trip Completed,7/13/2016 6:27,7/13/2016 7:15,48,Early-Day,13,6,Wednesday,13,7
1092,3973,City,113,Trip Completed,7/13/2016 22:58,7/13/2016 23:51,53,Evening,13,22,Wednesday,13,23
1093,4644,City,113,Trip Completed,7/14/2016 11:47,7/14/2016 12:20,33,Mid-Day,14,11,Thursday,14,12
1094,5086,Airport,113,Trip Completed,7/14/2016 19:41,7/14/2016 21:02,81,Evening,14,19,Thursday,14,21
1095,6572,Airport,113,Trip Completed,7/15/2016 21:11,7/15/2016 22:02,51,Evening,15,21,Friday,15,22
1096,6755,Airport,113,Trip Completed,7/15/2016 23:57,7/16/2016 1:09,72,Evening,15,23,Friday,16,1
1097,1483,City,114,Trip Completed,7/12/2016 5:22,7/12/2016 6:22,60,Early-Day,12,5,Tuesday,12,6
1098,1844,City,114,Trip Completed,7/12/2016 9:40,7/12/2016 10:11,31,Early-Day,12,9,Tuesday,12,10
1099,2120,Airport,114,Trip Completed,7/12/2016 16:44,7/12/2016 17:33,49,Mid-Day,12,16,Tuesday,12,17
1100,2411,City,114,Trip Completed,7/12/2016 20:04,7/12/2016 20:40,36,Evening,12,20,Tuesday,12,20
1101,2903,Airport,114,Trip Completed,7/13/2016 6:00,7/13/2016 6:40,40,Early-Day,13,6,Wednesday,13,6
1102,3289,City,114,Trip Completed,7/13/2016 11:06,7/13/2016 11:51,44,Mid-Day,13,11,Wednesday,13,11
1103,3859,Airport,114,Trip Completed,7/13/2016 21:38,7/13/2016 22:28,50,Evening,13,21,Wednesday,13,22
1104,4313,City,114,Trip Completed,7/14/2016 6:49,7/14/2016 7:44,55,Early-Day,14,6,Thursday,14,7
1105,5325,City,114,Trip Completed,7/14/2016 22:11,7/14/2016 23:12,61,Evening,14,22,Thursday,14,23
1106,5906,City,114,Trip Completed,7/15/2016 9:56,7/15/2016 10:29,32,Early-Day,15,9,Friday,15,10
1107,6049,City,114,Trip Completed,7/15/2016 13:27,7/15/2016 14:32,65,Mid-Day,15,13,Friday,15,14
1108,664,Airport,115,Trip Completed,7/11/2016 12:58,7/11/2016 14:07,69,Mid-Day,11,12,Monday,11,14
1109,750,City,115,Trip Completed,7/11/2016 15:52,7/11/2016 16:27,35,Mid-Day,11,15,Monday,11,16
1110,1950,City,115,Trip Completed,7/12/2016 11:33,7/12/2016 12:04,31,Mid-Day,12,11,Tuesday,12,12
1111,2989,Airport,115,Trip Completed,7/13/2016 7:08,7/13/2016 7:42,34,Early-Day,13,7,Wednesday,13,7
1112,3266,Airport,115,Trip Completed,7/13/2016 10:27,7/13/2016 11:19,52,Mid-Day,13,10,Wednesday,13,11
1113,4358,Airport,115,Trip Completed,7/14/2016 7:25,7/14/2016 8:08,43,Early-Day,14,7,Thursday,14,8
1114,4720,Airport,115,Trip Completed,7/14/2016 13:48,7/14/2016 14:41,52,Mid-Day,14,13,Thursday,14,14
1115,5019,City,115,Trip Completed,7/14/2016 19:07,7/14/2016 19:59,52,Evening,14,19,Thursday,14,19
1116,5925,City,115,Trip Completed,7/15/2016 10:08,7/15/2016 10:32,25,Mid-Day,15,10,Friday,15,10
1117,112,Airport,116,Trip Completed,7/11/2016 5:01,7/11/2016 6:04,63,Early-Day,11,5,Monday,11,6
1118,213,City,116,Trip Completed,7/11/2016 6:15,7/11/2016 6:57,42,Early-Day,11,6,Monday,11,6
1119,1818,Airport,116,Trip Completed,7/12/2016 9:29,7/12/2016 10:38,69,Early-Day,12,9,Tuesday,12,10
1120,2018,Airport,116,Trip Completed,7/12/2016 13:39,7/12/2016 14:19,40,Mid-Day,12,13,Tuesday,12,14
1121,3231,Airport,116,Trip Completed,7/13/2016 9:57,7/13/2016 10:48,50,Early-Day,13,9,Wednesday,13,10
1122,3378,Airport,116,Trip Completed,7/13/2016 14:19,7/13/2016 14:58,39,Mid-Day,13,14,Wednesday,13,14
1123,3896,City,116,Trip Completed,7/13/2016 21:55,7/13/2016 22:54,60,Evening,13,21,Wednesday,13,22
1124,4828,City,116,Trip Completed,7/14/2016 17:26,7/14/2016 17:59,34,Evening,14,17,Thursday,14,17
1125,5944,City,116,Trip Completed,7/15/2016 10:23,7/15/2016 11:33,71,Mid-Day,15,10,Friday,15,11
1126,6245,Airport,116,Trip Completed,7/15/2016 17:58,7/15/2016 18:57,59,Evening,15,17,Friday,15,18
1127,3957,City,117,Trip Completed,7/13/2016 22:42,7/13/2016 23:43,61,Evening,13,22,Wednesday,13,23
1128,4066,Airport,117,Trip Completed,7/14/2016 1:56,7/14/2016 3:07,71,Midnight,14,1,Thursday,14,3
1129,4691,City,117,Trip Completed,7/14/2016 13:01,7/14/2016 13:54,52,Mid-Day,14,13,Thursday,14,13
1130,6153,Airport,117,Trip Completed,7/15/2016 16:23,7/15/2016 17:33,70,Mid-Day,15,16,Friday,15,17
1131,260,City,118,Trip Completed,7/11/2016 6:45,7/11/2016 7:54,69,Early-Day,11,6,Monday,11,7
1132,1077,Airport,118,Trip Completed,7/11/2016 19:55,7/11/2016 20:44,49,Evening,11,19,Monday,11,20
1133,1316,City,118,Trip Completed,7/11/2016 22:54,7/11/2016 23:45,51,Evening,11,22,Monday,11,23
1134,1754,City,118,Trip Completed,7/12/2016 8:42,7/12/2016 9:39,57,Early-Day,12,8,Tuesday,12,9
1135,2086,City,118,Trip Completed,7/12/2016 15:44,7/12/2016 16:30,46,Mid-Day,12,15,Tuesday,12,16
1136,3044,Airport,118,Trip Completed,7/13/2016 7:38,7/13/2016 8:19,41,Early-Day,13,7,Wednesday,13,8
1137,3295,City,118,Trip Completed,7/13/2016 11:32,7/13/2016 12:15,43,Mid-Day,13,11,Wednesday,13,12
1138,3347,Airport,118,Trip Completed,7/13/2016 12:58,7/13/2016 13:54,57,Mid-Day,13,12,Wednesday,13,13
1139,3801,Airport,118,Trip Completed,7/13/2016 20:59,7/13/2016 21:37,38,Evening,13,20,Wednesday,13,21
1140,4249,City,118,Trip Completed,7/14/2016 6:03,7/14/2016 6:57,54,Early-Day,14,6,Thursday,14,6
1141,5096,Airport,118,Trip Completed,7/14/2016 19:52,7/14/2016 20:49,57,Evening,14,19,Thursday,14,20
1142,5892,City,118,Trip Completed,7/15/2016 9:48,7/15/2016 10:46,58,Early-Day,15,9,Friday,15,10
1143,6281,Airport,118,Trip Completed,7/15/2016 18:16,7/15/2016 19:23,66,Evening,15,18,Friday,15,19
1144,6497,City,118,Trip Completed,7/15/2016 20:29,7/15/2016 21:15,46,Evening,15,20,Friday,15,21
1145,13,City,119,Trip Completed,7/11/2016 1:08,7/11/2016 1:58,50,Midnight,11,1,Monday,11,1
1146,1907,City,119,Trip Completed,7/12/2016 10:36,7/12/2016 11:53,77,Mid-Day,12,10,Tuesday,12,11
1147,3074,City,119,Trip Completed,7/13/2016 8:03,7/13/2016 9:11,68,Early-Day,13,8,Wednesday,13,9
1148,3441,City,119,Trip Completed,7/13/2016 16:27,7/13/2016 17:43,75,Mid-Day,13,16,Wednesday,13,17
1149,3651,City,119,Trip Completed,7/13/2016 19:13,7/13/2016 20:21,68,Evening,13,19,Wednesday,13,20
1150,4093,City,119,Trip Completed,7/14/2016 3:06,7/14/2016 4:03,57,Midnight,14,3,Thursday,14,4
1151,4339,City,119,Trip Completed,7/14/2016 7:13,7/14/2016 7:50,37,Early-Day,14,7,Thursday,14,7
1152,4753,City,119,Trip Completed,7/14/2016 15:18,7/14/2016 16:23,65,Mid-Day,14,15,Thursday,14,16
1153,5933,City,119,Trip Completed,7/15/2016 10:12,7/15/2016 11:01,49,Mid-Day,15,10,Friday,15,11
1154,1184,City,120,Trip Completed,7/11/2016 21:01,7/11/2016 22:11,70,Evening,11,21,Monday,11,22
1155,1402,Airport,120,Trip Completed,7/12/2016 2:48,7/12/2016 3:48,60,Midnight,12,2,Tuesday,12,3
1156,1597,City,120,Trip Completed,7/12/2016 6:40,7/12/2016 7:42,62,Early-Day,12,6,Tuesday,12,7
1157,2702,City,120,Trip Completed,7/13/2016 1:12,7/13/2016 2:20,68,Midnight,13,1,Wednesday,13,2
1158,2996,City,120,Trip Completed,7/13/2016 7:13,7/13/2016 8:10,56,Early-Day,13,7,Wednesday,13,8
1159,4857,Airport,120,Trip Completed,7/14/2016 17:34,7/14/2016 18:25,51,Evening,14,17,Thursday,14,18
1160,6661,City,120,Trip Completed,7/15/2016 22:20,7/15/2016 23:21,61,Evening,15,22,Friday,15,23
1161,134,Airport,121,Trip Completed,7/11/2016 5:13,7/11/2016 6:14,61,Early-Day,11,5,Monday,11,6
1162,598,City,121,Trip Completed,7/11/2016 11:36,7/11/2016 12:17,41,Mid-Day,11,11,Monday,11,12
1163,726,Airport,121,Trip Completed,7/11/2016 15:00,7/11/2016 16:03,63,Mid-Day,11,15,Monday,11,16
1164,832,Airport,121,Trip Completed,7/11/2016 17:38,7/11/2016 18:16,38,Evening,11,17,Monday,11,18
1165,2065,City,121,Trip Completed,7/12/2016 15:06,7/12/2016 16:10,64,Mid-Day,12,15,Tuesday,12,16
1166,2701,Airport,121,Trip Completed,7/13/2016 1:04,7/13/2016 1:52,48,Midnight,13,1,Wednesday,13,1
1167,3429,City,121,Trip Completed,7/13/2016 15:59,7/13/2016 16:58,59,Mid-Day,13,15,Wednesday,13,16
1168,3645,City,121,Trip Completed,7/13/2016 19:07,7/13/2016 20:00,53,Evening,13,19,Wednesday,13,20
1169,4958,City,121,Trip Completed,7/14/2016 18:36,7/14/2016 19:46,71,Evening,14,18,Thursday,14,19
1170,5474,City,121,Trip Completed,7/15/2016 4:45,7/15/2016 5:52,67,Midnight,15,4,Friday,15,5
1171,6088,City,121,Trip Completed,7/15/2016 14:29,7/15/2016 15:24,55,Mid-Day,15,14,Friday,15,15
1172,6714,Airport,121,Trip Completed,7/15/2016 23:12,7/16/2016 0:04,52,Evening,15,23,Friday,16,0
1173,1024,Airport,122,Trip Completed,7/11/2016 19:20,7/11/2016 20:20,60,Evening,11,19,Monday,11,20
1174,1452,City,122,Trip Completed,7/12/2016 4:52,7/12/2016 5:41,49,Midnight,12,4,Tuesday,12,5
1175,2507,City,122,Trip Completed,7/12/2016 21:05,7/12/2016 21:30,25,Evening,12,21,Tuesday,12,21
1176,3052,Airport,122,Trip Completed,7/13/2016 7:43,7/13/2016 8:53,70,Early-Day,13,7,Wednesday,13,8
1177,4702,Airport,122,Trip Completed,7/14/2016 13:13,7/14/2016 13:43,30,Mid-Day,14,13,Thursday,14,13
1178,4830,Airport,122,Trip Completed,7/14/2016 17:23,7/14/2016 18:36,73,Evening,14,17,Thursday,14,18
1179,5920,Airport,122,Trip Completed,7/15/2016 10:06,7/15/2016 10:41,35,Mid-Day,15,10,Friday,15,10
1180,533,Airport,123,Trip Completed,7/11/2016 9:55,7/11/2016 10:58,63,Early-Day,11,9,Monday,11,10
1181,1368,City,123,Trip Completed,7/12/2016 0:07,7/12/2016 0:50,43,Midnight,12,0,Tuesday,12,0
1182,2499,Airport,123,Trip Completed,7/12/2016 20:55,7/12/2016 22:03,68,Evening,12,20,Tuesday,12,22
1183,2962,City,123,Trip Completed,7/13/2016 6:47,7/13/2016 7:58,71,Early-Day,13,6,Wednesday,13,7
1184,3617,Airport,123,Trip Completed,7/13/2016 18:55,7/13/2016 20:07,72,Evening,13,18,Wednesday,13,20
1185,5370,City,123,Trip Completed,7/14/2016 23:43,7/15/2016 0:33,50,Evening,14,23,Thursday,15,0
1186,47,City,124,Trip Completed,7/11/2016 3:22,7/11/2016 4:35,73,Midnight,11,3,Monday,11,4
1187,270,City,124,Trip Completed,7/11/2016 6:54,7/11/2016 7:50,56,Early-Day,11,6,Monday,11,7
1188,1007,City,124,Trip Completed,7/11/2016 19:14,7/11/2016 19:46,32,Evening,11,19,Monday,11,19
1189,2372,City,124,Trip Completed,7/12/2016 19:35,7/12/2016 20:13,38,Evening,12,19,Tuesday,12,20
1190,3584,Airport,124,Trip Completed,7/13/2016 18:29,7/13/2016 19:37,68,Evening,13,18,Wednesday,13,19
1191,4645,Airport,124,Trip Completed,7/14/2016 11:45,7/14/2016 12:52,67,Mid-Day,14,11,Thursday,14,12
1192,5219,City,124,Trip Completed,7/14/2016 21:00,7/14/2016 22:05,65,Evening,14,21,Thursday,14,22
1193,5559,Airport,124,Trip Completed,7/15/2016 5:39,7/15/2016 6:52,72,Early-Day,15,5,Friday,15,6
1194,631,Airport,125,Trip Completed,7/11/2016 12:19,7/11/2016 13:28,69,Mid-Day,11,12,Monday,11,13
1195,775,City,125,Trip Completed,7/11/2016 16:29,7/11/2016 17:35,66,Mid-Day,11,16,Monday,11,17
1196,1006,Airport,125,Trip Completed,7/11/2016 19:08,7/11/2016 19:40,32,Evening,11,19,Monday,11,19
1197,1995,City,125,Trip Completed,7/12/2016 12:51,7/12/2016 14:01,70,Mid-Day,12,12,Tuesday,12,14
1198,2248,City,125,Trip Completed,7/12/2016 18:23,7/12/2016 19:01,38,Evening,12,18,Tuesday,12,19
1199,2540,Airport,125,Trip Completed,7/12/2016 21:15,7/12/2016 22:01,46,Evening,12,21,Tuesday,12,22
1200,3037,Airport,125,Trip Completed,7/13/2016 7:33,7/13/2016 8:27,54,Early-Day,13,7,Wednesday,13,8
1201,3419,Airport,125,Trip Completed,7/13/2016 15:42,7/13/2016 16:10,28,Mid-Day,13,15,Wednesday,13,16
1202,3987,City,125,Trip Completed,7/13/2016 23:18,7/13/2016 23:57,39,Evening,13,23,Wednesday,13,23
1203,4458,City,125,Trip Completed,7/14/2016 8:38,7/14/2016 9:44,66,Early-Day,14,8,Thursday,14,9
1204,4987,Airport,125,Trip Completed,7/14/2016 18:46,7/14/2016 19:52,66,Evening,14,18,Thursday,14,19
1205,5868,City,125,Trip Completed,7/15/2016 9:16,7/15/2016 10:34,79,Early-Day,15,9,Friday,15,10
1206,6413,Airport,125,Trip Completed,7/15/2016 19:40,7/15/2016 20:18,38,Evening,15,19,Friday,15,20
1207,6533,City,125,Trip Completed,7/15/2016 20:52,7/15/2016 21:25,33,Evening,15,20,Friday,15,21
1208,90,Airport,126,Trip Completed,7/11/2016 4:53,7/11/2016 5:34,41,Midnight,11,4,Monday,11,5
1209,532,City,126,Trip Completed,7/11/2016 9:53,7/11/2016 11:11,78,Early-Day,11,9,Monday,11,11
1210,1110,City,126,Trip Completed,7/11/2016 20:17,7/11/2016 21:30,73,Evening,11,20,Monday,11,21
1211,1759,Airport,126,Trip Completed,7/12/2016 8:46,7/12/2016 9:56,70,Early-Day,12,8,Tuesday,12,9
1212,2147,City,126,Trip Completed,7/12/2016 17:21,7/12/2016 18:27,66,Evening,12,17,Tuesday,12,18
1213,3254,Airport,126,Trip Completed,7/13/2016 10:11,7/13/2016 11:06,55,Mid-Day,13,10,Wednesday,13,11
1214,3381,Airport,126,Trip Completed,7/13/2016 14:25,7/13/2016 15:15,50,Mid-Day,13,14,Wednesday,13,15
1215,3656,City,126,Trip Completed,7/13/2016 19:11,7/13/2016 20:32,81,Evening,13,19,Wednesday,13,20
1216,3948,Airport,126,Trip Completed,7/13/2016 22:37,7/13/2016 23:13,35,Evening,13,22,Wednesday,13,23
1217,4520,City,126,Trip Completed,7/14/2016 9:23,7/14/2016 10:19,56,Early-Day,14,9,Thursday,14,10
1218,4723,Airport,126,Trip Completed,7/14/2016 13:50,7/14/2016 14:36,46,Mid-Day,14,13,Thursday,14,14
1219,5176,City,126,Trip Completed,7/14/2016 20:37,7/14/2016 21:38,60,Evening,14,20,Thursday,14,21
1220,6338,City,126,Trip Completed,7/15/2016 18:46,7/15/2016 19:52,66,Evening,15,18,Friday,15,19
1221,6557,Airport,126,Trip Completed,7/15/2016 21:00,7/15/2016 21:40,40,Evening,15,21,Friday,15,21
1222,504,City,127,Trip Completed,7/11/2016 9:40,7/11/2016 10:48,68,Early-Day,11,9,Monday,11,10
1223,640,Airport,127,Trip Completed,7/11/2016 12:27,7/11/2016 13:39,72,Mid-Day,11,12,Monday,11,13
1224,1206,City,127,Trip Completed,7/11/2016 21:24,7/11/2016 22:14,50,Evening,11,21,Monday,11,22
1225,1851,Airport,127,Trip Completed,7/12/2016 9:48,7/12/2016 10:58,70,Early-Day,12,9,Tuesday,12,10
1226,2412,Airport,127,Trip Completed,7/12/2016 19:59,7/12/2016 20:58,59,Evening,12,19,Tuesday,12,20
1227,3300,Airport,127,Trip Completed,7/13/2016 11:42,7/13/2016 12:50,68,Mid-Day,13,11,Wednesday,13,12
1228,3648,City,127,Trip Completed,7/13/2016 19:13,7/13/2016 19:58,45,Evening,13,19,Wednesday,13,19
1229,6020,City,127,Trip Completed,7/15/2016 12:46,7/15/2016 13:25,39,Mid-Day,15,12,Friday,15,13
1230,6682,City,127,Trip Completed,7/15/2016 22:35,7/15/2016 23:03,28,Evening,15,22,Friday,15,23
1231,878,City,128,Trip Completed,7/11/2016 18:09,7/11/2016 18:49,40,Evening,11,18,Monday,11,18
1232,1014,Airport,128,Trip Completed,7/11/2016 19:14,7/11/2016 20:06,52,Evening,11,19,Monday,11,20
1233,1628,Airport,128,Trip Completed,7/12/2016 7:05,7/12/2016 8:17,72,Early-Day,12,7,Tuesday,12,8
1234,2416,City,128,Trip Completed,7/12/2016 20:06,7/12/2016 21:09,63,Evening,12,20,Tuesday,12,21
1235,2974,Airport,128,Trip Completed,7/13/2016 6:46,7/13/2016 8:04,78,Early-Day,13,6,Wednesday,13,8
1236,3273,Airport,128,Trip Completed,7/13/2016 10:38,7/13/2016 11:15,36,Mid-Day,13,10,Wednesday,13,11
1237,4210,City,128,Trip Completed,7/14/2016 5:38,7/14/2016 6:44,66,Early-Day,14,5,Thursday,14,6
1238,4454,City,128,Trip Completed,7/14/2016 8:32,7/14/2016 9:21,49,Early-Day,14,8,Thursday,14,9
1239,4732,Airport,128,Trip Completed,7/14/2016 14:13,7/14/2016 15:12,58,Mid-Day,14,14,Thursday,14,15
1240,5024,City,128,Trip Completed,7/14/2016 19:09,7/14/2016 20:20,71,Evening,14,19,Thursday,14,20
1241,5799,Airport,128,Trip Completed,7/15/2016 8:41,7/15/2016 9:11,30,Early-Day,15,8,Friday,15,9
1242,6676,Airport,128,Trip Completed,7/15/2016 22:25,7/15/2016 23:43,78,Evening,15,22,Friday,15,23
1243,343,City,129,Trip Completed,7/11/2016 7:57,7/11/2016 8:55,58,Early-Day,11,7,Monday,11,8
1244,1002,Airport,129,Trip Completed,7/11/2016 19:14,7/11/2016 20:01,47,Evening,11,19,Monday,11,20
1245,1571,Airport,129,Trip Completed,7/12/2016 6:28,7/12/2016 7:41,73,Early-Day,12,6,Tuesday,12,7
1246,1954,Airport,129,Trip Completed,7/12/2016 11:43,7/12/2016 12:08,25,Mid-Day,12,11,Tuesday,12,12
1247,3436,Airport,129,Trip Completed,7/13/2016 16:11,7/13/2016 17:07,56,Mid-Day,13,16,Wednesday,13,17
1248,5193,Airport,129,Trip Completed,7/14/2016 20:45,7/14/2016 21:30,45,Evening,14,20,Thursday,14,21
1249,5555,City,129,Trip Completed,7/15/2016 5:44,7/15/2016 6:28,44,Early-Day,15,5,Friday,15,6
1250,5674,Airport,129,Trip Completed,7/15/2016 7:06,7/15/2016 7:47,41,Early-Day,15,7,Friday,15,7
1251,6596,City,129,Trip Completed,7/15/2016 21:33,7/15/2016 22:22,49,Evening,15,21,Friday,15,22
1252,123,City,130,Trip Completed,7/11/2016 5:12,7/11/2016 6:14,62,Early-Day,11,5,Monday,11,6
1253,479,Airport,130,Trip Completed,7/11/2016 9:27,7/11/2016 10:44,77,Early-Day,11,9,Monday,11,10
1254,657,City,130,Trip Completed,7/11/2016 12:55,7/11/2016 13:46,51,Mid-Day,11,12,Monday,11,13
1255,975,Airport,130,Trip Completed,7/11/2016 18:54,7/11/2016 20:05,71,Evening,11,18,Monday,11,20
1256,1307,Airport,130,Trip Completed,7/11/2016 22:42,7/11/2016 23:07,25,Evening,11,22,Monday,11,23
1257,1672,City,130,Trip Completed,7/12/2016 7:37,7/12/2016 8:13,36,Early-Day,12,7,Tuesday,12,8
1258,1942,Airport,130,Trip Completed,7/12/2016 11:26,7/12/2016 12:27,61,Mid-Day,12,11,Tuesday,12,12
1259,3382,City,130,Trip Completed,7/13/2016 14:24,7/13/2016 15:19,54,Mid-Day,13,14,Wednesday,13,15
1260,4284,Airport,130,Trip Completed,7/14/2016 6:33,7/14/2016 7:10,37,Early-Day,14,6,Thursday,14,7
1261,6734,Airport,130,Trip Completed,7/15/2016 23:37,7/16/2016 0:25,48,Evening,15,23,Friday,16,0
1262,281,City,131,Trip Completed,7/11/2016 7:01,7/11/2016 8:10,69,Early-Day,11,7,Monday,11,8
1263,1902,City,131,Trip Completed,7/12/2016 10:34,7/12/2016 11:46,72,Mid-Day,12,10,Tuesday,12,11
1264,2691,Airport,131,Trip Completed,7/13/2016 0:44,7/13/2016 1:41,57,Midnight,13,0,Wednesday,13,1
1265,4430,City,131,Trip Completed,7/14/2016 8:21,7/14/2016 8:58,37,Early-Day,14,8,Thursday,14,8
1266,4779,City,131,Trip Completed,7/14/2016 16:31,7/14/2016 16:59,28,Mid-Day,14,16,Thursday,14,16
1267,5097,City,131,Trip Completed,7/14/2016 19:52,7/14/2016 20:49,57,Evening,14,19,Thursday,14,20
1268,405,City,132,Trip Completed,7/11/2016 8:29,7/11/2016 9:35,66,Early-Day,11,8,Monday,11,9
1269,585,City,132,Trip Completed,7/11/2016 11:16,7/11/2016 11:57,41,Mid-Day,11,11,Monday,11,11
1270,729,Airport,132,Trip Completed,7/11/2016 15:14,7/11/2016 15:50,36,Mid-Day,11,15,Monday,11,15
1271,1046,Airport,132,Trip Completed,7/11/2016 19:31,7/11/2016 20:12,41,Evening,11,19,Monday,11,20
1272,1663,Airport,132,Trip Completed,7/12/2016 7:33,7/12/2016 8:21,48,Early-Day,12,7,Tuesday,12,8
1273,4027,City,132,Trip Completed,7/13/2016 0:07,7/13/2016 1:25,77,Midnight,13,0,Wednesday,13,1
1274,2876,City,132,Trip Completed,7/13/2016 5:49,7/13/2016 6:27,38,Early-Day,13,5,Wednesday,13,6
1275,3767,Airport,132,Trip Completed,7/13/2016 20:35,7/13/2016 21:09,34,Evening,13,20,Wednesday,13,21
1276,5948,City,132,Trip Completed,7/15/2016 10:36,7/15/2016 11:36,59,Mid-Day,15,10,Friday,15,11
1277,6027,Airport,132,Trip Completed,7/15/2016 12:46,7/15/2016 13:36,49,Mid-Day,15,12,Friday,15,13
1278,701,City,133,Trip Completed,7/11/2016 14:01,7/11/2016 15:00,59,Mid-Day,11,14,Monday,11,15
1279,1529,City,133,Trip Completed,7/12/2016 5:56,7/12/2016 6:49,53,Early-Day,12,5,Tuesday,12,6
1280,2060,Airport,133,Trip Completed,7/12/2016 15:04,7/12/2016 15:37,33,Mid-Day,12,15,Tuesday,12,15
1281,2262,City,133,Trip Completed,7/12/2016 18:30,7/12/2016 18:59,29,Evening,12,18,Tuesday,12,18
1282,4425,City,133,Trip Completed,7/14/2016 8:24,7/14/2016 8:58,34,Early-Day,14,8,Thursday,14,8
1283,4710,City,133,Trip Completed,7/14/2016 13:26,7/14/2016 13:58,31,Mid-Day,14,13,Thursday,14,13
1284,5732,Airport,133,Trip Completed,7/15/2016 7:47,7/15/2016 8:21,33,Early-Day,15,7,Friday,15,8
1285,142,City,134,Trip Completed,7/11/2016 5:25,7/11/2016 6:19,54,Early-Day,11,5,Monday,11,6
1286,430,City,134,Trip Completed,7/11/2016 8:49,7/11/2016 9:47,58,Early-Day,11,8,Monday,11,9
1287,612,Airport,134,Trip Completed,7/11/2016 11:47,7/11/2016 12:37,50,Mid-Day,11,11,Monday,11,12
1288,927,Airport,134,Trip Completed,7/11/2016 18:22,7/11/2016 18:59,37,Evening,11,18,Monday,11,18
1289,1010,City,134,Trip Completed,7/11/2016 19:14,7/11/2016 20:09,55,Evening,11,19,Monday,11,20
1290,1845,Airport,134,Trip Completed,7/12/2016 9:41,7/12/2016 10:52,71,Early-Day,12,9,Tuesday,12,10
1291,2234,Airport,134,Trip Completed,7/12/2016 18:19,7/12/2016 19:03,44,Evening,12,18,Tuesday,12,19
1292,2633,Airport,134,Trip Completed,7/12/2016 22:18,7/12/2016 23:06,48,Evening,12,22,Tuesday,12,23
1293,4012,Airport,134,Trip Completed,7/13/2016 23:54,7/14/2016 0:37,43,Evening,13,23,Wednesday,14,0
1294,5039,City,134,Trip Completed,7/14/2016 19:20,7/14/2016 19:53,33,Evening,14,19,Thursday,14,19
1295,6760,Airport,134,Trip Completed,7/15/2016 0:03,7/15/2016 0:47,44,Midnight,15,0,Friday,15,0
1296,5681,City,134,Trip Completed,7/15/2016 7:17,7/15/2016 7:48,31,Early-Day,15,7,Friday,15,7
1297,6253,Airport,134,Trip Completed,7/15/2016 18:01,7/15/2016 18:57,55,Evening,15,18,Friday,15,18
1298,6558,Airport,134,Trip Completed,7/15/2016 21:05,7/15/2016 22:05,60,Evening,15,21,Friday,15,22
1299,565,City,135,Trip Completed,7/11/2016 10:19,7/11/2016 11:26,67,Mid-Day,11,10,Monday,11,11
1300,599,Airport,135,Trip Completed,7/11/2016 11:38,7/11/2016 12:45,67,Mid-Day,11,11,Monday,11,12
1301,1772,Airport,135,Trip Completed,7/12/2016 8:54,7/12/2016 9:32,38,Early-Day,12,8,Tuesday,12,9
1302,3357,Airport,135,Trip Completed,7/13/2016 13:27,7/13/2016 14:15,48,Mid-Day,13,13,Wednesday,13,14
1303,4408,City,135,Trip Completed,7/14/2016 8:02,7/14/2016 8:40,38,Early-Day,14,8,Thursday,14,8
1304,1363,Airport,136,Trip Completed,7/11/2016 0:00,7/11/2016 1:11,71,Midnight,11,0,Monday,11,1
1305,625,Airport,136,Trip Completed,7/11/2016 12:05,7/11/2016 13:15,70,Mid-Day,11,12,Monday,11,13
1306,1636,Airport,136,Trip Completed,7/12/2016 7:17,7/12/2016 7:47,30,Early-Day,12,7,Tuesday,12,7
1307,2253,Airport,136,Trip Completed,7/12/2016 18:22,7/12/2016 19:31,69,Evening,12,18,Tuesday,12,19
1308,3471,Airport,136,Trip Completed,7/13/2016 17:13,7/13/2016 18:22,70,Evening,13,17,Wednesday,13,18
1309,4402,City,136,Trip Completed,7/14/2016 8:04,7/14/2016 9:10,66,Early-Day,14,8,Thursday,14,9
1310,458,Airport,137,Trip Completed,7/11/2016 9:12,7/11/2016 10:24,72,Early-Day,11,9,Monday,11,10
